4,14.734657
2,9.064757
1,6.229807
0,3.394857
8,26.074457
6,20.404557
4,14.734657
6,20.404557
2,9.064757
6,20.404557
3,11.899707
7,23.239507
8,26.074457
7,23.239507
3,11.899707
6,20.404557
9,28.909407
7,23.239507
8,26.074457
5,17.569607
1,6.229807
9,28.909407
3,11.899707
5,17.569607
0,3.394857
9,28.909407
0,3.394857
2,9.064757
4,14.734657
0,3.394857
3,11.899707
3,11.899707
7,23.239507
7,23.239507
5,17.569607
2,9.064757
7,23.239507
5,17.569607
2,9.064757
4,14.734657
5,17.569607
1,6.229807
5,17.569607
7,23.239507
8,26.074457
9,28.909407
9,28.909407
0,3.394857
2,9.064757
0,3.394857
0,3.394857
5,17.569607
3,11.899707
4,14.734657
0,3.394857
3,11.899707
0,3.394857
5,17.569607
6,20.404557
9,28.909407
5,17.569607
9,28.909407
4,14.734657
5,17.569607
10,31.744357
0,3.394857
5,17.569607
3,11.899707
5,17.569607
1,6.229807
10,31.744357
4,14.734657
1,6.229807
2,9.064757
5,17.569607
0,3.394857
6,20.404557
3,11.899707
10,31.744357
0,3.394857
0,3.394857
9,28.909407
1,6.229807
3,11.899707
6,20.404557
5,17.569607
3,11.899707
9,28.909407
3,11.899707
7,23.239507
6,20.404557
5,17.569607
10,31.744357
1,6.229807
7,23.239507
8,26.074457
9,28.909407
0,3.394857
9,28.909407
4,14.734657
